scenario_mode,scenario_label,total_people,method,time,avg_travel_time,queueing_time,moderate_congestion_exposure_time,severe_congestion_exposure_time,peak_density,avg_speed,wall_clock_runtime_s,exit_hhi,max_exit_share,active_exit_count
2,mode2_upbound_full_train,10046,ACO,1206.5,87.80929641179365,1699159.0,1831412.5,1586617.5,308.57142857142856,1.0112873089431886,22.851032700156793,0.13089075540191805,0.21401552856858452,12
2,mode2_upbound_full_train,10046,ImprovedAStar,647.5,115.50019146982055,595064.5,693431.5,410314.5,154.36893203883494,1.0456934637074429,788.837686400162,0.09815576994045587,0.13637268564602828,14
2,mode2_upbound_full_train,10046,AdaptiveSingleNextHop,666.5,107.69700792253256,513001.5,637580.5,383503.0,96.11650485436893,1.033762937407289,691.9588247998618,0.09146772150516543,0.14373880151304003,15
