scenario_mode,scenario_label,total_people,scenario,blocked_facility,method,queueing_time,congestion_exposure_time,moderate_congestion_exposure_time,severe_congestion_exposure_time,time,time_delta_vs_normal,queueing_delta_vs_normal,avg_speed,wall_clock_runtime_s
2,Mode 2 - Upbound full train,10046,node_and_incident_edges_blocked,Escalator_L2_up1,AdaptiveSingleNextHop,513302.5,635911.5,635911.5,381343.5,668.0,1.5,301.0,1.0339811429049155,702.620327499928
