"baseline","method","time_baseline","time_adaptive","time_improvement_pct","queueing_time_baseline","queueing_time_adaptive","queueing_time_improvement_pct","congestion_exposure_time_baseline","congestion_exposure_time_adaptive","congestion_exposure_time_improvement_pct","severe_congestion_exposure_time_baseline","severe_congestion_exposure_time_adaptive","severe_congestion_exposure_time_improvement_pct","peak_congestion_index_baseline","peak_congestion_index_adaptive","peak_congestion_index_improvement_pct"
"ImprovedAStar","AdaptiveSingleNextHop","1274","1238","2.83","2735988.5","2000205.5","26.89","3061978","2324299","24.09","1742654","1345992.5","22.76","16.3455321350058","11.4895856831341","29.71"
