scenario_mode,scenario_label,total_people,algorithm,guidance_mode,guidance_description,evacuation_time_s,avg_travel_time_s,queueing_time_person_s,moderate_congestion_exposure_person_s,severe_congestion_exposure_person_s,peak_density_p_per_m2,peak_congestion_index,avg_speed_m_per_s,exit_hhi,max_exit_share,active_exit_count,wall_clock_runtime_s
1,mode1_regular_emergency,2187,AdaptiveSingleNextHop,PathfinderCompatible_TimeOriented,降低拥堵、下游释放和出口压力惩罚，使出口分配更接近静态最短路。,321.0,98.15208967736552,39953.0,3816.5,0.0,4.468085106382979,4.468085106382979,1.1651862209899602,0.10854115926739227,0.15089163237311384,10,129.90134160000162
