time,source,line,baseline_label,guided_label,baseline_next,guided_next,baseline_path,guided_path,baseline_base_cost,baseline_gate_queue_penalty,baseline_service_penalty,baseline_source_release_penalty,baseline_downstream_release_penalty,baseline_exit_pressure_penalty,baseline_total_cost,guided_base_cost,guided_gate_queue_penalty,guided_service_penalty,guided_source_release_penalty,guided_downstream_release_penalty,guided_exit_pressure_penalty,guided_total_cost
0.0,Platform_L16_B_C5_Wait,L16,PaperImprovedAStar,OurSinglePath,Stair_L16_4,Escalator_L16_up4,L16_B_C5_Wait -> Stair_L16_4 -> L16_S2 -> L16_10,L16_B_C5_Wait -> Escalator_L16_up4 -> L16_S2 -> L16_10,41.748989228070386,1.728,0.36,0.4926252100840336,0.0,0.4242857142857143,44.75390015244013,41.351398522541714,1.728,0.36,0.7630310850439883,0.0,0.4242857142857143,44.626715321871416
0.0,Platform_L7_C2_Wait,L7,PaperImprovedAStar,OurSinglePath,Escalator_L7_up1,Stair_L7_1,L7_C2_Wait -> Escalator_L7_up1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C2_Wait -> Stair_L7_1 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,36.9157092364374,311.79686399999997,1.08,4.769585253456221,0.0,0.0,354.5621584898936,46.27104813538082,300.23999999999995,3.0,3.533428165007112,0.0,0.0,353.0444763003879
0.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,311.79686399999997,1.08,2.7652916073968705,0.0,0.0,358.3264391217062,47.49189696042053,300.23999999999995,3.0,3.35365152386429,0.0,0.0,354.0855484842848
1.0,Platform_L2_Z1_Wait,L2,PaperImprovedAStar,OurSinglePath,Stair_L2_1,Stair_L2_3,L2_Z1_Wait -> Stair_L2_1 -> L2_N_West -> L2_2,L2_Z1_Wait -> Stair_L2_3 -> L2_S_West -> L2_4,36.4259741260325,604.786176,1.08,7.636089924553529,0.0,14.256000000000002,664.184240050586,44.816958095040974,595.5428571428572,0.6171428571428572,7.599061353124958,0.0,14.142857142857144,662.7188765910231
1.0,Platform_L7_C2_Wait,L7,PaperImprovedAStar,OurSinglePath,Escalator_L7_up1,Stair_L7_1,L7_C2_Wait -> Escalator_L7_up1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C2_Wait -> Stair_L7_1 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,36.9157092364374,288.90086399999996,1.08,4.562211981566819,0.0,0.0,331.45878521800415,46.27104813538082,269.28,3.0,3.379800853485064,0.0,0.0,321.9308489888659
1.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,288.90086399999996,1.08,2.6884779516358464,0.0,0.0,335.3536254659452,47.49189696042053,269.28,3.0,3.2604945370902816,0.0,0.0,323.0323914975108
2.0,Platform_L18_C5_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C5_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C5_Wait -> Stair_L18_2 -> L18_S1 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,93.9364115974564,30.240000000000002,0.6171428571428572,2.153259361997226,0.0,0.0,126.94681381659649,97.16770887527441,27.422064,0.54,1.5428571428571431,0.0,0.0,126.67263001813156
2.0,Platform_L18_C6_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C6_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C6_Wait -> Stair_L18_2 -> L18_S1 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,96.18686409061209,30.240000000000002,0.6171428571428572,2.527739251040222,0.0,0.0,129.57174619879518,99.46720073894595,27.422064,0.54,1.8111801242236025,0.0,0.0,129.24044486316956
2.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,256.18982400000004,1.08,2.534850640113798,0.0,0.0,302.4889581544232,47.49189696042053,240.0,3.0,3.0741805635422654,0.0,0.0,293.5660775239628
3.0,Platform_L18_C5_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C5_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C5_Wait -> Stair_L18_2 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,93.9364115974564,20.637257142857145,0.6171428571428572,1.872399445214979,0.0,0.0,117.06321104267138,94.34325302409881,20.637257142857145,0.6171428571428572,1.3416149068322982,0.0,0.0,116.93926793093111
3.0,Platform_L18_C6_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C6_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C6_Wait -> Stair_L18_2 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,96.18686409061209,20.637257142857145,0.6171428571428572,2.246879334257975,0.0,0.0,119.68814342487006,96.64274488777036,20.637257142857145,0.6171428571428572,1.6099378881987578,0.0,0.0,119.50708277596912
3.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,225.438336,1.08,2.3812233285917497,0.0,0.0,271.5838428429011,47.49189696042053,212.39999999999998,3.0,2.8878665899942493,0.0,0.0,265.77976355041477
4.0,Platform_L18_C5_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C5_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C5_Wait -> Stair_L18_2 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,93.9364115974564,12.811885714285713,0.6171428571428572,1.6851595006934812,0.0,0.0,109.05059966957845,94.34325302409881,12.811885714285713,0.6171428571428572,1.2074534161490684,0.0,0.0,108.97973501167645
4.0,Platform_L18_C6_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C6_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C6_Wait -> Stair_L18_2 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,96.18686409061209,12.811885714285713,0.6171428571428572,2.059639389736477,0.0,0.0,111.67553205177714,96.64274488777036,12.811885714285713,0.6171428571428572,1.475776397515528,0.0,0.0,111.54754985671445
4.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,196.6464,1.08,2.2275960170697013,0.0,0.0,242.63827953137906,47.49189696042053,186.48,3.0,2.7015526164462336,0.0,0.0,239.67344957686674
5.0,Platform_L18_C6_Wait,L18,PaperImprovedAStar,OurSinglePath,Escalator_L18_down4,Stair_L18_2,L18_C6_Wait -> Escalator_L18_down4 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,L18_C6_Wait -> Stair_L18_2 -> L18_S2 -> VN_L18_Exit17_Entrance -> Stair_L18_Exit17 -> L18_17,96.18686409061209,6.763885714285715,0.6171428571428572,1.7787794729542301,0.0,0.0,105.34667213499489,96.64274488777036,6.763885714285715,0.6171428571428572,1.2745341614906833,0.0,0.0,105.29830762068961
5.0,Platform_L2_Z1_Wait,L2,PaperImprovedAStar,OurSinglePath,Stair_L2_1,Stair_L2_3,L2_Z1_Wait -> Stair_L2_1 -> L2_N_West -> L2_2,L2_Z1_Wait -> Stair_L2_3 -> L2_S_West -> L2_4,36.4259741260325,439.3405439999999,1.08,6.180667443415146,0.0,12.078000000000001,495.10518556944754,44.816958095040974,425.60640000000006,0.6171428571428572,6.115867443415146,0.0,11.880000000000003,489.036368395599
5.0,Platform_L2_Z2_Wait,L2,PaperImprovedAStar,OurSinglePath,Escalator_L2_up1,Stair_L2_3,L2_Z2_Wait -> Escalator_L2_up1 -> L2_S_West -> L2_4,L2_Z2_Wait -> Stair_L2_3 -> L2_S_West -> L2_4,34.38799194915286,425.60640000000006,0.6171428571428572,8.939020408163266,0.0,11.880000000000003,481.43055521445905,35.20564935027352,425.60640000000006,0.6171428571428572,7.291686371884252,0.0,11.880000000000003,480.6008785793007
5.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,178.540416,1.08,2.073968705547653,0.0,0.0,224.378668219857,47.49189696042053,162.23999999999998,3.0,2.515238642898217,0.0,0.0,215.24713560331872
6.0,Platform_L2_Z1_Wait,L2,PaperImprovedAStar,OurSinglePath,Stair_L2_1,Stair_L2_3,L2_Z1_Wait -> Stair_L2_1 -> L2_N_West -> L2_2,L2_Z1_Wait -> Stair_L2_3 -> L2_S_West -> L2_4,36.4259741260325,398.79129599999993,1.08,5.80061182313055,0.0,11.484,453.581881949163,44.816958095040974,387.5657142857143,0.6171428571428572,5.745068965987694,0.0,11.314285714285717,450.05916991817156
6.0,Platform_L2_Z2_Wait,L2,PaperImprovedAStar,OurSinglePath,Escalator_L2_up1,Stair_L2_3,L2_Z2_Wait -> Escalator_L2_up1 -> L2_S_West -> L2_4,L2_Z2_Wait -> Stair_L2_3 -> L2_S_West -> L2_4,34.38799194915286,387.5657142857143,0.6171428571428572,8.478367346938775,0.0,11.314285714285717,442.3635021532345,35.20564935027352,387.5657142857143,0.6171428571428572,6.920887894456799,0.0,11.314285714285717,441.6236801018732
6.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,153.01439999999997,1.08,1.9203413940256044,0.0,0.0,198.69902490833493,47.49189696042053,139.67999999999998,3.0,2.3289246693502013,0.0,0.0,192.5008216297707
7.0,Platform_L2_Z1_Wait,L2,PaperImprovedAStar,OurSinglePath,Stair_L2_1,Escalator_L2_up1,L2_Z1_Wait -> Stair_L2_1 -> L2_N_West -> L2_2,L2_Z1_Wait -> Escalator_L2_up1 -> L2_S_West -> L2_4,36.4259741260325,360.20160000000004,1.08,5.4205562028459555,0.0,10.89,414.0181303288785,43.882542126480416,351.30240000000003,0.6171428571428572,6.272816326530612,0.0,10.74857142857143,412.82347273872534
7.0,Platform_L2_Z2_Wait,L2,PaperImprovedAStar,OurSinglePath,Escalator_L2_up1,Stair_L2_3,L2_Z2_Wait -> Escalator_L2_up1 -> L2_S_West -> L2_4,L2_Z2_Wait -> Stair_L2_3 -> L2_S_West -> L2_4,34.38799194915286,351.30240000000003,0.6171428571428572,8.017714285714286,0.0,10.74857142857143,405.0738205205815,35.20564935027352,351.30240000000003,0.6171428571428572,6.550089417029347,0.0,10.74857142857143,404.4238530530172
7.0,Platform_L7_C3_Wait,L7,PaperImprovedAStar,OurSinglePath,Stair_L7_1,Stair_L7_2,L7_C3_Wait -> Stair_L7_1 -> L7_West_Vert -> VN_L7_Corner_2 -> L7_7,L7_C3_Wait -> Stair_L7_2 -> L7_N_West -> VN_L7_Corner_1 -> L7_8/9,42.68428351430936,129.447936,1.08,1.766714082503556,0.0,0.0,174.9789335968129,47.49189696042053,118.8,3.0,2.142610695802185,0.0,0.0,171.4345076562227
