scenario,blocked_facility,method,queueing_time,congestion_exposure_time,moderate_congestion_exposure_time,severe_congestion_exposure_time,time,time_delta_vs_normal,queueing_delta_vs_normal,avg_speed,wall_clock_runtime_s
node_and_incident_edges_blocked,Escalator_L2_up1,AdaptiveSingleNextHop,43797.0,24666.0,24666.0,16971.5,319.5,0.0,-10.5,1.1820774976222634,89.91117400000803
